CPU Name,CPU Mark (Higher is better),Rank (Lower is better),CPU Value (Higher is better),Price (USD)
Intel Core2 Duo P7570 @ 2.26GHz,747,2764,NA,NA
AMD Opteron 180,746,2765,6.22,$119.95*
AMD GX-217GA SOC,744,2766,NA,NA
Intel Pentium D 960 @ 3.60GHz,743,2767,NA,NA
Intel Core2 Duo T7600 @ 2.33GHz,742,2768,7.42,$99.95*
Qualcomm MSM8994,739,2769,NA,NA
AMD Turion 64 X2 Mobile TL-62,738,2772,25.44,$29.00*
Intel Atom Z3770 @ 1.46GHz,738,2770,4.94,$149.44*
Intel Core2 Duo E4500 @ 2.20GHz,738,2771,67.07,$11.00*
AMD Athlon Dual Core 5600B,737,2773,NA,NA
Intel Core2 Duo SL9400 @ 1.86GHz,737,2774,2.91,$253.00*
Athlon 64 Dual Core 3800+,736,2775,NA,NA
AMD Athlon Dual Core 4850e,735,2776,18.85,$39.00*
AMD Athlon 5200 Dual-Core,734,2778,5.64,$129.95*
Intel Core2 Duo P7350 @ 2.00GHz,734,2777,36.73,$19.99*
AMD Turion X2 Ultra Dual-Core Mobile ZM-87,733,2779,18.34,$39.95*
Intel Celeron 2961Y @ 1.10GHz,732,2780,NA,NA
AMD Turion X2 Ultra Dual-Core Mobile ZM-85,730,2781,16.22,$45.00*
Intel Core2 Duo T6570 @ 2.10GHz,729,2782,18.94,$38.50*
Intel Xeon 5150 @ 2.66GHz,728,2783,23.5,$30.99*
AMD Athlon Dual Core 4850B,727,2785,NA,NA
AMD Opteron 1216 HE,727,2787,NA,NA
AMD Turion II Dual-Core Mobile M500,727,2784,NA,NA
Intel Celeron 887 @ 1.50GHz,727,2786,NA,NA
AMD E2-3000 APU,726,2788,NA,NA
AMD Turion II Neo N54L Dual-Core,724,2789,NA,NA
AMD Athlon Dual Core 4450e,721,2790,49.82,$14.48*
Intel Pentium T4200 @ 2.00GHz,717,2791,59.72,$12.00*
AMD Athlon 64 X2 Dual Core 4600+,716,2792,2.05,$349.95*
MediaTek MT6761V/WE,715,2793,NA,NA
"Qualcomm Technologies, Inc MSM8929",714,2794,NA,NA
Intel Celeron E1600 @ 2.40GHz,712,2795,NA,NA
AMD Athlon II P360 Dual-Core,711,2796,35.65,$19.95*
AMD Athlon 64 FX-60 Dual Core,709,2797,NA,NA
AMD Turion X2 Dual-Core Mobile RM-75,708,2798,NA,NA
Rockchip RK3288,708,2799,NA,NA
Intel Core2 Duo T5850 @ 2.16GHz,705,2800,25.36,$27.79*
Intel Core2 Duo T7200 @ 2.00GHz,705,2801,6.41,$109.95*
AMD Athlon 64 X2 Dual Core 4800+,704,2803,4.69,$149.95*
Intel Atom E3840 @ 1.91GHz,704,2802,NA,NA
Intel Core2 Duo T6400 @ 2.00GHz,702,2804,46.86,$14.99*
Intel Pentium E2210 @ 2.20GHz,702,2805,NA,NA
Rockchip RK3368,702,2806,NA,NA
Intel Core2 Duo T5900 @ 2.20GHz,701,2807,NA,NA
Intel Core i3-380UM @ 1.33GHz,699,2808,NA,NA
AMD Opteron 1214,696,2809,7.49,$93.03*
AMD Opteron 185,695,2810,NA,NA
AMD Turion X2 Ultra Dual-Core Mobile ZM-86,695,2811,11.39,$61.00*
AC8257V/WAB,693,2812,NA,NA
AMD Turion 64 X2 Mobile TL-64,692,2813,17.58,$39.39*
AMD Turion X2 Dual Core Mobile RM-76,691,2814,NA,NA
Intel Celeron G470 @ 2.00GHz,691,2816,19.67,$35.15*
Intel Core2 Duo T7300 @ 2.00GHz,691,2815,12.81,$53.99*
Intel Celeron B815 @ 1.60GHz,690,2817,NA,NA
Intel Celeron P4505 @ 1.87GHz,689,2818,NA,NA
Intel Core2 Duo T7250 @ 2.00GHz,689,2819,3.42,$201.48*
AMD Athlon X2 Dual Core BE-2400,688,2820,NA,NA
AMD A4-3300M APU,686,2821,22.86,$29.99*
ARM Cortex-A72 4 Core 2100 MHz,685,2822,NA,NA
AMD Turion II Neo K685 Dual-Core,684,2823,NA,NA
Intel Core2 Duo T6500 @ 2.10GHz,683,2824,45.56,$14.99*
AMD Opteron 175,682,2825,NA,NA
AMD A4-3330MX APU,681,2826,NA,NA
Athlon Dual Core 4450e,681,2827,NA,NA
Intel Core2 Duo L7800 @ 2.00GHz,680,2829,NA,NA
Intel Pentium D 950 @ 3.40GHz,680,2828,NA,NA
AMD Athlon II Dual-Core M320,679,2831,22.62,$30.00*
AMD Athlon II P340 Dual-Core,679,2830,17,$39.95*
Intel Core2 Duo T5870 @ 2.00GHz,678,2832,NA,NA
AMD Athlon II Dual-Core M340,676,2833,NA,NA
AMD Athlon II X2 270u,675,2834,9.98,$67.67*
Intel Celeron N2910 @ 1.60GHz,672,2835,NA,NA
Intel Celeron E1400 @ 2.00GHz,671,2836,47.91,$14.00*
Athlon Dual Core 4050e,670,2837,NA,NA
AMD Athlon 64 X2 Dual Core 4400+,668,2838,2.24,$298.95*
Intel Celeron N3060 @ 1.60GHz,668,2839,2.37,$282.00*
Intel Atom Z3735G @ 1.33GHz,666,2842,NA,NA
Intel Core i3-330UM @ 1.20GHz,666,2840,NA,NA
VIA QuadCore U4650 @ 1.0+ GHz,666,2841,NA,NA
AMD Athlon II N330 Dual-Core,665,2843,NA,NA
Intel Celeron B800 @ 1.50GHz,664,2844,26.58,$24.99*
Intel Pentium E2180 @ 2.00GHz,664,2845,36.92,$17.99 
AMD Athlon II X2 260u,663,2848,7.94,$83.44*
ARM Cortex-A72 4 Core 1500 MHz,663,2847,NA,NA
hi6210sft,663,2846,NA,NA
Intel Celeron J3060 @ 1.60GHz,662,2849,NA,NA
AMD E2-3000M APU,659,2850,15.34,$42.98*
AMD Turion Dual-Core RM-75,659,2851,30.65,$21.49*
AMD Athlon 64 X2 Dual Core 4200+,658,2852,5.99,$109.95*
AMD Athlon II P320 Dual-Core,657,2853,32.95,$19.95*
Intel Core2 Duo E4400 @ 2.00GHz,656,2855,15.42,$42.50*
Intel Core2 Duo T7400 @ 2.16GHz,656,2854,4.38,$149.95*
AMD Turion X2 Ultra Dual-Core Mobile ZM-82,654,2856,NA,NA
Intel Pentium 987 @ 1.50GHz,653,2857,NA,NA
AMD Turion Dual-Core RM-72,649,2859,21.63,$29.99*
Intel Celeron E1500 @ 2.20GHz,649,2858,33.02,$19.65*
AMD Opteron 170,648,2860,NA,NA
Celeron Dual-Core T3300 @ 2.00GHz,646,2861,43.17,$14.97*
Intel Celeron N3000 @ 1.04GHz,645,2862,NA,NA
AMD Turion X2 Dual-Core Mobile RM-72,644,2863,2.87,$224.26*
AMD Athlon Dual Core 4450B,643,2865,20.73,$31.00*
Intel Celeron 877 @ 1.40GHz,643,2864,NA,NA
AMD Athlon 64 X2 Dual Core 3800+,642,2868,NA,NA
Intel Core2 Duo T5750 @ 2.00GHz,642,2866,64.31,$9.99*
Intel Core2 Duo T5800 @ 2.00GHz,642,2867,NA,NA
AMD Athlon 64 X2 QL-66,641,2869,NA,NA
AMD A4-3320M APU,640,2870,16.42,$39.00*
MT6750V/W,640,2871,NA,NA
Rockchip (Device Tree),636,2872,NA,NA
AMD Turion X2 Dual-Core Mobile RM-77,635,2875,NA,NA
Intel Core2 Duo T5300 @ 1.73GHz,635,2874,NA,NA
Intel Pentium 2129Y @ 1.10GHz,635,2873,4.74,$134.00*
AMD Turion X2 Dual-Core Mobile RM-70,634,2876,NA,NA
Intel Core2 Duo T5600 @ 1.83GHz,634,2877,NA,NA
AMD Athlon 64 X2 Dual Core 4000+,632,2878,NA,NA
Qualcomm MSM8974PRO-AA,629,2879,NA,NA
Intel Core2 Duo T7100 @ 1.80GHz,628,2880,41.91,$14.99*
Qualcomm MSM8974PRO-AC,628,2881,NA,NA
AMD Turion 64 X2 Mobile TL-66,627,2882,7.04,$89.00*
Intel Pentium 967 @ 1.30GHz,626,2883,NA,NA
ARM Cortex-A72 2 Core 0 MHz,625,2884,NA,NA
Intel Atom C2358 @ 1.74GHz,625,2886,NA,NA
Intel Pentium T3200 @ 2.00GHz,625,2885,52.07,$12.00*
Intel Atom Z3740 @ 1.33GHz,624,2888,NA,NA
Samsung EXYNOS5420,624,2887,NA,NA
AMD Turion X2 Dual-Core Mobile RM-74,623,2889,41.71,$14.95*
Intel Pentium 957 @ 1.20GHz,622,2890,4.64,$134.00*
AMD Athlon 64 X2 QL-64,621,2892,NA,NA
Intel Atom Z3745 @ 1.33GHz,621,2891,20.72,$30.00*
AMD Athlon 64 X2 Dual-Core TK-57,620,2893,NA,NA
Qualcomm MSM8974,619,2894,NA,NA
Intel Pentium E2160 @ 1.80GHz,618,2896,47.78,$12.94 
MT6795MM,618,2895,NA,NA
MediaTek MT6761V/WBB,616,2897,NA,NA
Intel Core2 Duo L9300 @ 1.60GHz,615,2898,NA,NA
Intel Atom Z3740D @ 1.33GHz,614,2899,NA,NA
Intel Pentium T3400 @ 2.16GHz,613,2900,6.82,$89.95*
MediaTek MT6737T,612,2901,NA,NA
AMD Athlon II Dual-Core M300,610,2902,NA,NA
AMD Athlon 64 X2 QL-65,609,2903,27.69,$22.00*
AMD Turion 64 X2 Mobile TL-60,607,2904,38.08,$15.95*
Intel Core2 Duo L7700 @ 1.80GHz,607,2905,NA,NA
AMD Athlon II X2 250u,604,2906,24.22,$24.95*
AMD Turion X2 Dual Core L510,603,2907,NA,NA
AMD E1 Micro-6200T APU,600,2908,NA,NA
Intel Xeon 5110 @ 1.60GHz,600,2909,17.14,$35.00*
Intel Core2 Duo U9600 @ 1.60GHz,599,2911,NA,NA
Qualcomm MSM8917,599,2910,NA,NA
Intel Atom S1260 @ 2.00GHz,596,2913,9.31,$64.00*
Qualcomm MSM8974PRO-AB,596,2912,NA,NA
Intel Celeron J1750 @ 2.41GHz,595,2914,NA,NA
AMD Athlon 64 X2 Dual Core BE-2300,594,2915,NA,NA
AMD Opteron 1212,593,2916,2.04,$290.00*
AMD Athlon X2 Dual Core BE-2350,591,2917,NA,NA
AMD Turion 64 X2 Mobile TL-58,590,2918,NA,NA
AMD Turion II Neo N40L Dual-Core,589,2919,NA,NA
AMD Turion Dual-Core RM-74,588,2920,NA,NA
Intel Pentium U5600 @ 1.33GHz,587,2921,NA,NA
Intel Atom Z3745D @ 1.33GHz,585,2923,NA,NA
Intel Core2 Duo T5550 @ 1.83GHz,585,2922,NA,NA
AMD Athlon 64 X2 Dual Core 3600+,584,2927,8.55,$68.25*
Intel Atom C2338 @ 1.74GHz,584,2925,NA,NA
Intel Celeron 847E @ 1.10GHz,584,2924,NA,NA
Intel Celeron N2840 @ 2.16GHz,584,2926,NA,NA
AMD Turion X2 Ultra Dual-Core Mobile ZM-80,583,2928,11.67,$49.95*
AMD Athlon 64 X2 QL-67,582,2930,NA,NA
Celeron Dual-Core T3000 @ 1.80GHz,582,2929,NA,NA
Intel Celeron N3050 @ 1.60GHz,582,2931,3.42,$170.00*
Intel Xeon MV 3.20GHz,582,2932,NA,NA
AMD E1-2500 APU,581,2934,NA,NA
MT8766A,581,2933,NA,NA
AMD Athlon 64 X2 Dual-Core TK-42,577,2935,NA,NA
AMD E1-7010 APU,577,2936,NA,NA
Intel Celeron 1019Y @ 1.00GHz,576,2937,NA,NA
Intel Core2 Duo L7500 @ 1.60GHz,575,2938,NA,NA
MT6761V/CAB,575,2939,NA,NA
AMD Athlon 64 X2 Dual Core BE-2350,573,2940,NA,NA
Intel Celeron J1800 @ 2.41GHz,573,2941,NA,NA
Intel Core2 Duo E6300 @ 1.86GHz,571,2942,4.5,$126.89 
AMD Athlon X2 Dual Core BE-2300,570,2943,9.5,$60.00*
AMD GX-212JC SOC ,570,2944,NA,NA
Intel Celeron 857 @ 1.20GHz,569,2945,NA,NA
Intel Pentium T2410 @ 2.00GHz,569,2946,NA,NA
AMD Athlon 64 X2 3800+,566,2948,NA,NA
Qualcomm MSM 8974 HAMMERHEAD (Flattened Device Tre,566,2947,NA,NA
AMD Turion II Neo K625 Dual-Core,565,2949,NA,NA
AMD Athlon X2 Dual Core 6850e,564,2950,NA,NA
AMD Sempron Dual Core 2200,563,2951,14.09,$39.95*
Intel Celeron 867 @ 1.30GHz,562,2952,9.68,$57.99 
AMD Sempron 2650 APU,561,2955,6.44,$86.99 
AMD Turion Dual-Core RM-70,561,2953,22.46,$25.00*
MT6761V/WAB,561,2954,NA,NA
Intel Celeron U3600 @ 1.20GHz,560,2956,NA,NA
AMD Athlon Dual Core 4050e,559,2957,NA,NA
Intel Atom Z3735E @ 1.33GHz,557,2958,4.76,$117.00*
AMD Sempron Dual Core 2300,555,2959,13.22,$41.99*
Intel Core2 Duo L7300 @ 1.40GHz,550,2960,NA,NA
Intel Celeron @ 1.30GHz,548,2962,NA,NA
Intel Celeron N2830 @ 2.16GHz,548,2961,3.66,$149.99*
Intel T1500 @ 1.86GHz,548,2963,NA,NA
AMD E1-6015 APU,547,2964,NA,NA
AMD E1-6010 APU,544,2965,NA,NA
Intel Pentium T2390 @ 1.86GHz,543,2966,NA,NA
Intel Core2 Duo T5670 @ 1.80GHz,539,2967,NA,NA
mt6762m,538,2968,NA,NA
Intel Core2 Duo E4300 @ 1.80GHz,537,2969,12.63,$42.50*
AMD TurionX2 Dual Core Mobile RM-70,536,2970,NA,NA
Intel Core2 Duo T5450 @ 1.66GHz,535,2971,NA,NA
AMD Sempron Dual Core 2100,533,2972,14.04,$37.99*
AMD Athlon 64 X2 Dual Core 3400+,531,2973,NA,NA
AMD Opteron 165,531,2975,0.97,$550.00*
Celeron Dual-Core T3100 @ 1.90GHz,531,2974,16.59,$32.00*
ARM Cortex-A53 4 Core 1800 MHz,530,2976,NA,NA
MediaTek MT8168A,530,2977,NA,NA
Intel Core2 Duo SU9400 @ 1.40GHz,529,2978,NA,NA
AMD Athlon II Neo K345 Dual-Core,527,2979,NA,NA
AMD Sempron 130,526,2980,17.55,$30.00*
AMD Athlon 64 X2 Dual-Core TK-55,525,2981,7.21,$72.74*
Intel Core2 Duo E6320 @ 1.86GHz,524,2982,13.1,$39.99 
AMD Athlon 64 X2 QL-62,522,2983,NA,NA
Intel Atom Z3735F @ 1.33GHz,521,2984,1.04,$500.00*
MT6592,521,2985,NA,NA
Intel Celeron T1600 @ 1.66GHz,520,2986,26.01,$19.99*
Intel Pentium T2330 @ 1.60GHz,518,2987,NA,NA
AMD Athlon 64 FX-57,517,2988,NA,NA
Intel Core2 Duo L7400 @ 1.50GHz,516,2990,NA,NA
Intel T2050 @ 2.00GHz,516,2989,NA,NA
Intel Celeron N2808 @ 1.58GHz,515,2991,NA,NA
Intel Pentium D 830 @ 3.00GHz,513,2992,NA,NA
Intel Atom Z3736F @ 1.33GHz,511,2993,NA,NA
Intel Core2 Duo T5500 @ 1.66GHz,510,2994,NA,NA
Intel Core2 Duo U7300 @ 1.30GHz,509,2996,NA,NA
MediaTek MT6735,509,2995,NA,NA
Amlogic,508,2999,NA,NA
Intel Pentium E2140 @ 1.60GHz,508,2997,3.2,$159.00*
Rockchip RK3288 (Flattened Device Tree),508,2998,NA,NA
Intel Celeron N3010 @ 1.04GHz,505,3000,NA,NA
Generic DT based system,504,3001,NA,NA
AMD Athlon 64 X2 Dual-Core TK-53,502,3002,NA,NA
AMD Sempron 150,498,3004,33.32,$14.95*
Intel Core Duo T2700 @ 2.33GHz,498,3003,NA,NA
Intel Pentium D 940 @ 3.20GHz,498,3005,NA,NA
AMD Turion X2 Dual Core Mobile RM-70,497,3006,3.75,$132.56*
Intel Core2 Duo T5270 @ 1.40GHz,496,3007,NA,NA
Intel Celeron E1200 @ 1.60GHz,492,3008,5.48,$89.88*
AMD E2-2000 APU,488,3009,NA,NA
Intel Atom Z3770D @ 1.49GHz,488,3010,NA,NA
AMD Athlon Neo X2 Dual Core L335,487,3011,NA,NA
Intel Celeron N2806 @ 1.60GHz,486,3012,NA,NA
Intel Core2 Duo U9300 @ 1.20GHz,485,3013,NA,NA
AMD Athlon 64 3100+,484,3015,NA,NA
MediaTek MT6762V/CN,484,3014,NA,NA
Intel Celeron G460 @ 1.80GHz,483,3017,8.78,$55.00*
Intel Core2 Duo T5250 @ 1.50GHz,483,3016,5.37,$89.95*
Intel Atom D2700 @ 2.13GHz,481,3018,NA,NA
AMD Sempron 145,480,3019,13.35,$35.99 
Intel Celeron G465 @ 1.90GHz,480,3020,9.89,$48.51 
Intel Xeon 3.20GHz,478,3021,NA,NA
Intel Celeron N2815 @ 1.86GHz,477,3022,NA,NA
AMD Athlon Neo X2 Dual Core L325,476,3025,NA,NA
Intel Core2 Duo L7100 @ 1.20GHz,476,3026,NA,NA
Intel Pentium SU4100 @ 1.30GHz,476,3023,NA,NA
MediaTek MT8163,476,3024,NA,NA
Intel T1400 @ 1.73GHz,475,3027,31.7,$15.00*
AMD E1-2200 APU,474,3028,NA,NA
AMD Sempron 140,473,3029,39.61,$11.95*
Intel Celeron U3400 @ 1.07GHz,473,3030,NA,NA
AMD TurionX2 Dual Core Mobile RM-72,471,3031,NA,NA
Intel Pentium Extreme Edition 955 @ 3.46GHz,469,3032,15.02,$31.23*
Intel Pentium T2310 @ 1.46GHz,467,3033,NA,NA
AMD Athlon 64 FX-59,465,3036,NA,NA
AMD Athlon 64 X2 QL-60,465,3035,NA,NA
AMD E-350D APU,465,3037,NA,NA
Intel Celeron N2810 @ 2.00GHz,465,3034,3.32,$139.99*
Intel Pentium D 915 @ 2.80GHz,465,3038,NA,NA
AMD Athlon 64 X2 Dual Core TK-53,463,3039,1.57,$295.11*
AMD Athlon 64 X2 Dual Core TK-55,463,3040,8.02,$57.74*
AMD G-T56N,460,3042,NA,NA
Intel Atom E3827 @ 1.74GHz,460,3041,NA,NA
Intel Celeron 847 @ 1.10GHz,460,3043,1.46,$315.00*
Intel Core2 Duo T5470 @ 1.60GHz,459,3044,NA,NA
Qualcomm APQ8084,459,3046,NA,NA
SAMSUNG JF,459,3045,NA,NA
AMD Opteron 154,457,3048,NA,NA
QCT APQ8064 FLO,457,3047,NA,NA
AMD Athlon Neo X2 Dual Core 6850e,456,3049,NA,NA
Intel Pentium T2370 @ 1.73GHz,455,3050,12.99,$35.00*
AMD Turion 64 X2 Mobile TL-56,453,3051,6.93,$65.40*
Unisoc SC9832e,453,3052,NA,NA
AMD Opteron 254,451,3053,NA,NA
QCT APQ8064 DEB,451,3054,NA,NA
Intel Core Duo T2600 @ 2.16GHz,449,3055,NA,NA
AMD Turion 64 X2 Mobile TL-50,448,3056,23.61,$18.99*
Intel Celeron N2807 @ 1.58GHz,447,3057,NA,NA
AMD Athlon II Neo N36L Dual-Core,446,3058,NA,NA
AMD A4-1200 APU,445,3059,NA,NA
Intel Celeron SU2300 @ 1.20GHz,445,3060,NA,NA
ARM Cortex-A53 4 Core 1400 MHz,444,3061,NA,NA
Intel Celeron 925 @ 2.30GHz,444,3062,NA,NA
AMD G-T56E,442,3063,NA,NA
"Qualcomm Technologies, Inc MSM8917",442,3064,NA,NA
AMD E2-1800 APU,440,3066,NA,NA
Intel Celeron N2820 @ 2.13GHz,440,3065,1.96,$225.00*
Intel Pentium U5400 @ 1.20GHz,439,3067,NA,NA
Intel Atom D2701 @ 2.13GHz,438,3068,NA,NA
ARM Cortex-A53 4 Core 1512 MHz,434,3069,NA,NA
Intel Atom D2560 @ 2.00GHz,433,3071,NA,NA
Intel Celeron 450 @ 2.20GHz,433,3070,11.12,$38.99 
"Qualcomm Technologies, Inc QM215",433,3072,NA,NA
AMD Turion Neo X2 Dual Core L625,431,3073,NA,NA
AMD Athlon LE-1640,430,3074,4.78,$89.95*
AMD A4-1250 APU,428,3077,NA,NA
AMD Opteron 152,428,3075,NA,NA
Sony Mobile fusion3,428,3076,NA,NA
Intel Celeron G440 @ 1.60GHz,426,3078,4.26,$100.00 
Intel Xeon 3.00GHz,425,3080,NA,NA
MediaTek MT6737,425,3079,NA,NA
AMD Athlon LE-1620,421,3081,23.4,$18.00*
AMD E-450 APU,419,3083,NA,NA
Intel Core Duo T2500 @ 2.00GHz,419,3082,3.49,$119.99*
AMD Athlon LE-1660,416,3084,NA,NA
AMD G-T48E,416,3085,NA,NA
Samsung GrandPrimePlus LTE LTN OPEN rev04 board ba,415,3086,NA,NA
AMD Athlon 1640B,412,3089,8.23,$50.00*
AMD Athlon LE-1600,412,3088,19.63,$21.00*
AMD E-350,412,3087,NA,NA
Intel Core2 Duo T5200 @ 1.60GHz,409,3090,NA,NA
ARM Cortex-A53 4 Core 1296 MHz,408,3092,NA,NA
Intel Atom N2800 @ 1.86GHz,408,3091,NA,NA
AMD E1-2100 APU,407,3093,NA,NA
Intel Atom D2550 @ 1.86GHz,405,3094,NA,NA
MT8735P,405,3095,NA,NA
AMD Athlon 64 FX-55,404,3096,6.22,$65.00*
Intel Core Duo L2500 @ 1.83GHz,404,3097,NA,NA
Intel Xeon 3.60GHz,403,3099,0.47,$851.00*
MediaTek MT6739WW,403,3098,NA,NA
AMD E-350 APU,401,3100,NA,NA
AMD Geode NX 2400+,400,3103,NA,NA
AMD Sempron LE-1300,400,3104,14.81,$27.00*
AMD Turion 64 Mobile ML-42,400,3102,NA,NA
Intel Core i7-2630UM @ 1.60GHz,400,3101,NA,NA
QCT APQ8064 MAKO,399,3105,NA,NA
AMD E1-1500 APU,397,3107,NA,NA
Intel Atom D510 @ 1.66GHz,397,3106,4.09,$97.16*
"Qualcomm Technologies, Inc MSM8920",397,3108,NA,NA
Intel Celeron 900 @ 2.20GHz,396,3109,20.84,$18.99*
Intel Core Duo T2450 @ 2.00GHz,395,3110,NA,NA
AMD Athlon 64 3700+,394,3112,4.38,$89.95*
Intel Atom D525 @ 1.80GHz,394,3111,NA,NA
AMD Opteron 150,393,3114,9.82,$40.00*
Intel Xeon 3.80GHz,393,3115,0.46,$851.00*
VIA Nano X2 U4025 @ 1.2 GHz,393,3113,NA,NA
AMD Opteron 148,392,3116,NA,NA
Intel Celeron 807 @ 1.50GHz,392,3117,NA,NA
Intel Core Duo L2300 @ 1.50GHz,387,3118,NA,NA
Intel Atom E3825 @ 1.33GHz,385,3121,5.47,$70.32*
Intel Pentium 4 3.73GHz,385,3119,NA,NA
MediaTek MT6737M,385,3120,NA,NA
AMD Turion 64 Mobile ML-44,384,3123,NA,NA
AMD Turion 64 X2 Mobile TL-52,384,3122,NA,NA
Intel Pentium T2130 @ 1.86GHz,382,3125,NA,NA
QCT APQ8064 AWIFI,382,3126,NA,NA
Samsung Exynos 7570,382,3124,NA,NA
AMD Athlon X2 Dual Core L310,379,3127,NA,NA
AMD E1-1200 APU,378,3128,NA,NA
AMD Athlon 64 3300+,375,3131,NA,NA
AMD Athlon 64 3400+,375,3130,3.75,$99.95*
Intel Xeon 3.40GHz,375,3132,NA,NA
MT8735,375,3129,NA,NA
Intel Pentium D 805 @ 2.66GHz,374,3133,NA,NA
AMD V140,372,3134,7.45,$49.95*
Intel Celeron D 360 @ 3.46GHz,372,3135,NA,NA
Intel Atom 330 @ 1.60GHz,371,3136,NA,NA
Intel Celeron 827E @ 1.40GHz,371,3137,NA,NA
Intel Celeron 440 @ 2.00GHz,368,3138,8.19,$44.95*
AMD Athlon 64 3500+,366,3139,4.58,$79.95*
Intel Core2 Duo U7500 @ 1.06GHz,366,3140,NA,NA
Intel Celeron 550 @ 2.00GHz,365,3141,6.64,$54.95*
Intel Celeron 560 @ 2.13GHz,365,3142,5.21,$69.95*
AMD Sempron 3600+,364,3144,24.24,$15.00*
Intel Core Duo T2350 @ 1.86GHz,364,3143,NA,NA
AMD E-300 APU,363,3145,NA,NA
AMD Turion 64 Mobile MK-38,362,3146,NA,NA
AMD V120,362,3147,NA,NA
ARM ARMv7 rev 4 (v7l) 4 Core 1200 MHz,362,3148,NA,NA
AMD Sempron 3800+,360,3149,24.03,$14.99*
AMD Athlon II 160u,358,3150,11.93,$29.99*
AMD Athlon II 170u,357,3152,14.86,$24.00*
AMD Athlon X2 Dual Core 3250e,357,3151,NA,NA
Manta,356,3154,NA,NA
Mobile AMD Athlon 64 3700+,356,3153,NA,NA
"Qualcomm Technologies, Inc MSM8916",356,3156,NA,NA
"Qualcomm Technologies, Inc QCM2150",356,3157,NA,NA
Rockchip RK3328,356,3155,NA,NA
MT8765WB,350,3158,NA,NA
AMD Sempron LE-1200,349,3160,23.32,$14.95*
Intel Core Duo T2400 @ 1.83GHz,349,3159,21.81,$16.00*
ARM Cortex-A53 4 Core 1152 MHz,348,3163,NA,NA
Intel Core Duo L2400 @ 1.66GHz,348,3162,NA,NA
Intel Pentium T2080 @ 1.73GHz,348,3161,2.18,$159.95*
Intel Core Duo T2250 @ 1.73GHz,347,3164,NA,NA
AMD Opteron 146,346,3165,9.88,$35.00*
Intel Core2 Duo U7700 @ 1.33GHz,345,3166,NA,NA
Intel Celeron 570 @ 2.26GHz,344,3168,NA,NA
Mobile Intel Pentium 4 3.33GHz,344,3167,NA,NA
AMD Athlon II Neo K325 Dual-Core,343,3169,13.21,$25.99*
MediaTek MT8167B,342,3170,NA,NA
Intel 2.80GHz,341,3171,NA,NA
AMD Athlon TF-36,338,3172,NA,NA
AMD Sempron M100,338,3174,28.18,$12.00*
Qualcomm MSM8928,338,3173,NA,NA
AMD V160,337,3175,NA,NA
ARM Cortex-A7 4 Core 1368 MHz,337,3176,NA,NA
AMD Turion 64 Mobile ML-40,336,3177,NA,NA
Intel Atom N570 @ 1.66GHz,335,3181,3.89,$86.00*
Intel Celeron N2805 @ 1.46GHz,335,3180,NA,NA
Mobile AMD Sempron 3800+,335,3178,NA,NA
MT6735M,335,3179,NA,NA
AMD Turion 64 Mobile MK-36,334,3184,NA,NA
AMD Turion 64 Mobile ML-37,334,3182,12.86,$25.99*
MediaTek MT6739WA,334,3183,NA,NA
AMD Athlon 2850e,333,3186,NA,NA
Mobile AMD Athlon 64 3400+,333,3185,NA,NA
AMD Athlon 64 3200+,332,3189,2.21,$149.95*
Qualcomm MSM8228,332,3188,NA,NA
"Qualcomm Technologies, Inc APQ8016",332,3187,NA,NA
ARM Cortex-A53 4 Core 1200 MHz,331,3190,NA,NA
Intel Pentium T2060 @ 1.60GHz,330,3191,NA,NA
Mobile AMD Athlon 64 3200+,326,3192,NA,NA
Intel Atom N2600 @ 1.60GHz,323,3193,NA,NA
Intel Core Duo T2300 @ 1.66GHz,323,3194,NA,NA
AMD Athlon 64 4000+,321,3195,3.22,$99.95*
Mobile AMD Sempron 3400+,321,3196,NA,NA
Intel Pentium 4 3.60GHz,320,3197,NA,NA
"Qualcomm Technologies, Inc APQ8017",318,3198,NA,NA
AMD Opteron 144,316,3199,10.55,$29.95*
Intel Atom N550 @ 1.50GHz,316,3201,3.67,$86.00*
Intel Core2 Duo U7600 @ 1.20GHz,316,3200,NA,NA
AMD Sempron 3300+,315,3205,15.74,$20.00*
AMD Sempron LE-1100,315,3202,9.02,$34.95*
AMD Turion 64 Mobile MT-37,315,3204,NA,NA
VIA Eden X2 U4200 @ 1.0+ GHz,315,3203,NA,NA
Intel Celeron D 420 @ 1.60GHz,313,3206,NA,NA
Intel Core Duo T2050 @ 1.60GHz,313,3208,NA,NA
Intel Pentium 4 3.80GHz,313,3209,NA,NA
Mobile AMD Athlon 64 4000+,313,3207,NA,NA
Samsung GrandPrimePlus LTE CIS rev04 board based o,312,3210,NA,NA
AMD C-60 APU,310,3211,NA,NA
AMD Z-01,308,3212,NA,NA
Intel Celeron M 530 @ 1.73GHz,307,3213,NA,NA
Intel Pentium 4 3.00GHz,305,3214,NA,NA
AMD Athlon 64 3000+,303,3216,15.13,$20.00*
MT6735P,303,3215,NA,NA
AMD Athlon II Neo K125,302,3219,NA,NA
Intel Pentium 4 3.20GHz,302,3217,NA,NA
Mobile AMD Sempron 3600+,302,3218,NA,NA
AMD Sempron LE-1250,301,3220,3.01,$99.99*
AMD C-70 APU,300,3221,NA,NA
